1129;"Vidant Bertie Hospital";"1403 S King St";"Windsor";"NC"
1130;"The Outer Banks Hospital";"4800 S Croatan Hwy";"Nags Head";"NC"
1131;"Pender Memorial Hospital";"507 E Fremont St";"Burgaw";"NC"
1132;"Onslow Memorial Hospital";"317 Western Blvd";"Jacksonville";"NC"
1133;"Vidant Duplin Hospital";"401 North Main St";"Kenansville";"NC"
1134;"Cape Fear Hospital";"5301 Wrightsville Ave";"Wilmington";"NC"
1135;"New Hanover Regional Medical Center";"2131 S 17th St";"Wilmington";"NC"
1136;"Skaggs Regional Medical Center";"251 Skaggs Rd";"Branson";"MO"
1137;"Fort Sanders Regional Medical Center";"1901 W Clinch Ave";"Knoxville";"TN"
1138;"Roane Medical Center";"8045 Roane Medical Ctr Dr";"Harriman";"TN"
1139;"Jefferson Memorial Hospital";"110 Hospital Dr";"Jefferson City";"TN"
1141;"East Tennessee Children's Hospital";"2018 W Clinch Ave";"Knoxville";"TN"
1142;"Parkwest Medical Center";"9352 Park West Blvd";"Knoxville";"TN"
1143;"Mercy Hospital Aurora";"500 Porter Ave";"Aurora";"MO"
1144;"Physicians Regional Medical Center";"900 E Oak Hill Ave";"Knoxville";"TN"
1145;"Citizens Memorial Hospital";"1500 N Oakland Ave";"Bolivar";"MO"
1146;"Mercy Hospital Lebanon";"100 Hospital Dr";"Lebanon";"MO"
1147;"Lafollette Medical Center";"923 E Central Ave";"LA Follette";"TN"
1148;"Mercy Hospital Springfield";"1235 E Cherokee St";"Springfield";"MO"
1149;"Mercy Hospital Cassville";"94 Main St";"Cassville";"MO"
1151;"Blount Memorial Hospital";"907 E Lamar Alexander Pkwy";"Maryville";"TN"
1152;"University of Tennessee Medical Center";"1924 Alcoa Hwy";"Knoxville";"TN"
1153;"Morristown-Hamblen Hospital";"908 W 4th North St";"Morristown";"TN"
1154;"Lakeway Regional Hospital";"726 McFarland St";"Morristown";"TN"
1155;"Newport Medical Center";"435 2nd St";"Newport";"TN"
1156;"Methodist Medical Center of Oak Ridge";"990 Oak Ridge Tpke";"Oak Ridge";"TN"
1158;"Leconte Medical Center";"742 Middle Creek Rd";"Sevierville";"TN"
1159;"Turkey Creek Medical Center";"10820 Parkside Dr";"Knoxville";"TN"
1162;"Erlanger East";"1755 Gunbarrel Rd";"Chattanooga";"TN"
1163;"Children's Hospital At Erangler";"910 Blackford St";"Chattanooga";"TN"
1164;"Hutcheson Medical Center";"100 Gross Crescent Cir";"Fort Oglethorpe";"GA"
1165;"Athens Regional Medical Center";"1114 W Madison Ave";"Athens";"TN"
1166;"Erlanger Baroness";"975 E 3rd St";"Chattanooga";"TN"
1167;"Parkridge East Hospital";"941 Spg Crk Rd";"Chattanooga";"TN"
1168;"Memorial North Park Hospital";"2051 Hamill Rd Frnt";"Hixson";"TN"
1169;"Memorial Hospital";"2525 Desales Ave";"Chattanooga";"TN"
1170;"Parkridge Medical Center";"2333 McCallie Ave";"Chattanooga";"TN"
1171;"Skyridge Medical Center - Main Campus";"2305 Chambliss Ave NW";"Cleveland";"TN"
1172;"Skyridge Medical Center - Westside Campus";"2800 Westside Dr NW";"Cleveland";"TN"
1173;"Erlanger Bledsoe";"128 Wheelertown Ave";"Pikeville";"TN"
1174;"Grandview Medical Center";"1000 Highway 28";"Jasper";"TN"
1177;"Erlanger North";"632 Morrison Springs Rd";"Chattanooga";"TN"
1178;"Fairview Park Hospital";"200 Industrial Blvd";"Dublin";"GA"
1179;"Peach Regional Medical Center";"601 Bluebird Blvd";"Fort Valley";"GA"
1180;"Taylor Regional Hospital";"222 Perry Pkwy";"Hawkinsville";"GA"
1181;"Coliseum Medical Center";"350 Hospital Dr";"Macon";"GA"
1182;"Houston Medical Center";"1601 Watson Blvd";"Warner Robins";"GA"
1183;"Perry Hospital";"1120 Morningside Dr";"Perry";"GA"
1184;"Coliseum Northside Hospital";"400 Charter Blvd";"Macon";"GA"
1185;"West Georgia Health System West Georgia Medical Center";"1514 Vernon Rd";"Lagrange";"GA"
1187;"Baptist Medical Center Jacksonville";"800 Prudential Dr";"Jacksonville";"FL"
1188;"Florida Hospital Flagler";"60 Memorial Medical Pkwy";"Palm Coast";"FL"
1189;"Baptist Medical Center Nassau";"1250 S 18th St";"Fernandina Beach";"FL"
1190;"Shands Jacksonville Medical Center";"655 W 8th St";"Jacksonville";"FL"
1191;"Saint Vincent's Medical Center Southside";"4201 Belfort Rd";"Jacksonville";"FL"
1192;"Saint Vincent's Medical Center Riverside";"1 Shircliff Way";"Jacksonville";"FL"
1193;"Memorial Hospital";"3625 University Blvd S";"Jacksonville";"FL"
1194;"Baptist Medical Center Beaches";"1350 13th Ave S";"Jacksonville Beach";"FL"
1195;"Orange Park Medical Center";"2001 Kingsley Ave";"Orange Park";"FL"
1196;"Flagler Hospital";"400 Health Park Blvd";"Saint Augustine";"FL"
1197;"Baptist Medical Center South";"14550 Old Saint Augustine Rd";"Jacksonville";"FL"
1198;"North Florida Regional Medical Center";"6500 W Newberry Rd";"Gainesville";"FL"
1200;"Shands At the University of Florida";"1600 SW Archer Rd";"Gainesville";"FL"
1201;"Munroe Regional Medical Center";"1500 SW 1st Ave";"Ocala";"FL"
1202;"Ocala Regional Medical Center";"1431 SW 1st Ave";"Ocala";"FL"
1204;"The Bellevue Hospital";"1400 W Main St";"Bellevue";"OH"
1205;"Bluffton Hospital";"139 Garau St";"Bluffton";"OH"
1206;"Wood County Hospital";"950 W Wooster St";"Bowling Green";"OH"
1207;"Bucyrus Community Hospital";"629 N Sandusky Ave";"Bucyrus";"OH"
1208;"Defiance Regional Hospital";"1200 Ralston Ave";"Defiance";"OH"
1209;"Blanchard Valley Hospital";"1900 S Main St";"Findlay";"OH"
1210;"Fostoria Community Hospital";"501 van Buren St";"Fostoria";"OH"
1211;"Memorial Hospital";"715 S Taft Ave";"Fremont";"OH"
1212;"Galion Community Hospital";"269 Portland Way S";"Galion";"OH"
1213;"Hardin Memorial Hospital";"921 E Franklin St";"Kenton";"OH"
1214;"Lima Memorial Hospital";"1001 Bellefontaine Ave";"Lima";"OH"
1215;"Henry County Hospital";"1600 E Riverview Ave";"Napoleon";"OH"
1216;"Magruder Hospital";"615 Fulton St";"Port Clinton";"OH"
1217;"Firelands Regional Medical Center - Main Campus";"1111 Hayes Ave";"Sandusky";"OH"
1218;"Mercy Tiffin Hospital";"45 St Lawrence Dr";"Tiffin";"OH"
1219;"Promedica Flower Hospital";"5200 Harroun Rd";"Sylvania";"OH"
1220;"Mercy Saint Anne Hospital";"3404 W Sylvania Ave";"Toledo";"OH"
1221;"Mercy Saint Charles Hospital";"2600 Navarre Ave";"Oregon";"OH"
1222;"Saint Luke's Hospital";"5901 Monclova Rd";"Maumee";"OH"
1223;"Mercy Saint Vincent Medical Center";"2213 Cherry St";"Toledo";"OH"
1224;"Toledo Hospital";"2142 N Cove Blvd";"Toledo";"OH"
1225;"Fulton County Health Center";"725 S Shoop Ave";"Wauseon";"OH"
1226;"Mercy Willard Hospital";"1100 Neal Zick Rd";"Willard";"OH"
1227;"Firelands Regional Medical Center - South Campus";"1912 Hayes Ave";"Sandusky";"OH"
1228;"Bay Park Hospital";"2801 Bay Park Dr";"Oregon";"OH"
1229;"Medical Center of Daytona Beach";"303 N Clyde Morris Blvd";"Daytona Beach";"FL"
1230;"Florida Hospital Fish Memorial";"1055 Saxon Blvd";"Orange City";"FL"
1231;"Florida Hospital Deland";"701 W Plymouth Ave";"Deland";"FL"
1232;"Bert Fish Medical Center";"401 Palmetto St";"New Smyrna Beach";"FL"
1233;"Florida Hospital Oceanside";"264 S Atlantic Ave";"Ormond Beach";"FL"
1235;"Nix Medical Center";"414 Navarro St";"San Antonio";"TX"
1238;"Northeast Baptist Hospital";"8811 Village Dr";"San Antonio";"TX"
1239;"Medina Regional Hospital";"3100 Avenue E";"Hondo";"TX"
1240;"South Texas Regional Medical Center";"1905 Highway 97 E";"Jourdanton";"TX"
1241;"Baptist Medical Center";"111 Dallas St";"San Antonio";"TX"
1244;"Saint Luke's Baptist Hospital";"7930 Floyd Curl Dr";"San Antonio";"TX"
1246;"University Hospital";"4502 Medical Dr";"San Antonio";"TX"
1249;"Southwest General Hospital";"7400 Barlite Blvd";"San Antonio";"TX"
1250;"Christus Santa Rosa Hospital - Medical Center";"2827 Babcock Rd";"San Antonio";"TX"
1251;"North Central Baptist Hospital";"520 Madison Oak Dr";"San Antonio";"TX"
1252;"Christus Santa Rosa Children's Hospital";"333 N Santa Rosa St";"San Antonio";"TX"
1253;"Methodist Texsan Hospital";"6700 Ih-10 W";"San Antonio";"TX"
1256;"Flaget Memorial Hospital";"4305 New Shepherdsville Rd";"Bardstown";"KY"
1257;"Hardin Memorial Hospital";"913 N Dixie Ave";"Elizabethtown";"KY"
1258;"Spring View Hospital";"320 Loretto Rd";"Lebanon";"KY"
1259;"Norton Hospital";"200 E Chestnut St";"Louisville";"KY"
1260;"Jewish Hospital";"200 Abraham Flexner Way";"Louisville";"KY"
1261;"University of Louisville Hospital";"530 S Jackson St";"Louisville";"KY"
1263;"Norton Audubon Hospital";"1 Audubon Plaza Dr";"Louisville";"KY"
1266;"Saints Mary & Elizabeth Hospital";"1850 Bluegrass Ave";"Louisville";"KY"
1267;"Jewish Hospital Shelbyville";"727 Hospital Dr";"Shelbyville";"KY"
1268;"Kosair Children's Hospital";"231 E Chestnut St";"Louisville";"KY"
1269;"Baptist Health Louisville";"4000 Kresge Way";"Louisville";"KY"
1270;"Baptist Health Lagrange";"1025 New Moody Ln";"LA Grange";"KY"
1272;"Children's National Medical Center";"111 Michigan Ave NW";"Washington";"DC"
1273;"Howard University Hospital";"2041 Georgia Ave NW";"Washington";"DC"
1274;"Washington Hospital Center";"110 Irving St NW";"Washington";"DC"
1275;"Georgetown University Hospital";"3800 Reservoir Rd NW";"Washington";"DC"
1276;"The George Washington University Hospital";"900 23rd St NW";"Washington";"DC"
1277;"Providence Hospital";"1150 Varnum St NE";"Washington";"DC"
1278;"Sibley Memorial Hospital";"5255 Loughboro Rd NW";"Washington";"DC"
1279;"United Medical Center";"1310 Southern Ave SE";"Washington";"DC"
1281;"Beebe Medical Center";"424 Savannah Rd";"Lewes";"DE"
1282;"Bayhealth Milford Memorial Hospital";"21 W Clarke Ave";"Milford";"DE"
1283;"Nanticoke Memorial Hospital";"801 Middleford Rd";"Seaford";"DE"
1284;"Alfred I. DuPont Hospital for Children & Nemours Children's Clinic";"1600 Rockland Rd";"Wilmington";"DE"
1286;"Saint Francis Hospital";"701 N Clayton St";"Wilmington";"DE"
1288;"Piedmont Fayette Hospital";"1255 Highway 54 W";"Fayetteville";"GA"
1289;"Emory University Hospital Midtown";"550 Peachtree St NE Frnt";"Atlanta";"GA"
1290;"Saint Mary's Hospital";"1230 Baxter St";"Athens";"GA"
1292;"Atlanta Medical Center";"303 Parkway Dr NE";"Atlanta";"GA"
1293;"Children's Healthcare of Atlanta at Hughes Spalding";"35 Jesse Hill Jr Dr SE";"Atlanta";"GA"
1294;"Grady Memorial Hospital";"80 Jesse Hill Jr Dr SE";"Atlanta";"GA"
1295;"Children's Healthcare of Atlanta at Egleston";"1405 Clifton Rd NE";"Atlanta";"GA"
1296;"Northside Hospital";"1000 Johnson Ferry Rd NE";"Atlanta";"GA"
1297;"Piedmont Atlanta Hospital";"1968 Peachtree Rd NW";"Atlanta";"GA"
1298;"Saint Joseph's Hospital of Atlanta";"5665 Peachtree Dunwoody Rd NE Lbby";"Atlanta";"GA"
1300;"Wellstar Cobb Hospital";"3950 Austell Rd";"Austell";"GA"
1301;"Gwinnett Medical Center - Lawrenceville";"1000 Medical Center Blvd";"Lawrenceville";"GA"
1302;"Northside Hospital - Cherokee";"201 Hospital Rd";"Canton";"GA"
1303;"Cartersville Medical Center";"960 Joe Frank Harris Pkwy SE";"Cartersville";"GA"
1305;"Murray Medical Center";"707 Old Dalton Ellijay Rd";"Chatsworth";"GA"
1306;"Polk Medical Center";"424 N Main St";"Cedartown";"GA"
1307;"Hughston Hospital";"100 Frist Ct";"Columbus";"GA"
1308;"Northridge Medical Center";"70 Medical Center Dr";"Commerce";"GA"
1309;"Newton Medical Center";"5126 Hospital Dr NE";"Covington";"GA"
1310;"Northside Hospital - Forsyth";"1200 Northside Forsyth Dr";"Cumming";"GA"
1311;"Wellstar Paulding Hospital";"600 W Memorial Dr";"Dallas";"GA"
1312;"Dekalb Medical At North Decatur";"2701 N Decatur Rd";"Decatur";"GA"
1313;"Children's Healthcare of Atlanta at Scottish Rite";"1001 Johnson Ferry Rd NE";"Atlanta";"GA"
1315;"Wellstar Douglas Hospital";"8954 Hospital Dr";"Douglasville";"GA"
1317;"Wesley Woods Hospital";"1821 Clifton Rd NE";"Atlanta";"GA"
1318;"Spalding Regional Medical Center";"601 S 8th St";"Griffin";"GA"
1319;"Clearview Regional Medical Center";"2151 W Spring St";"Monroe";"GA"
1320;"Piedmont Newnan Hospital";"745 Poplar Rd";"Newnan";"GA"
1322;"Southern Regional Medical Center";"11 Upper Riverdale Rd SW";"Riverdale";"GA"
1323;"Floyd Medical Center";"304 Turner McCall Blvd SW";"Rome";"GA"
1324;"Redmond Regional Medical Center";"501 Redmond Rd NW";"Rome";"GA"
1325;"North Fulton Regional Hospital";"3000 Hospital Blvd";"Roswell";"GA"
1326;"Eastside Medical Center";"1700 Medical Way";"Snellville";"GA"
1327;"Emory-Adventist Hospital At Smyrna";"3949 S Cobb Dr SE";"Smyrna";"GA"
1328;"Piedmont Henry Hospital";"1133 Eagles Landing Pkwy";"Stockbridge";"GA"
1329;"Emory University Orthopaedics & Spine Hospital";"1455 Montreal Rd";"Tucker";"GA"
1330;"Barrow Regional Medical Center";"316 N Broad St";"Winder";"GA"
1331;"Rockdale Medical Center";"1412 Milstead Ave NE";"Conyers";"GA"
1334;"Piedmont Mountainside Hospital";"1266 Highway 515 S";"Jasper";"GA"
1335;"Dekalb Medical At Hillandale";"2801 Dekalb Medical Pkwy";"Lithonia";"GA"
1337;"The Brooklyn Hospital Center";"121 Dekalb Ave";"Brooklyn";"NY"
1338;"Roosevelt Hospital Center - Roosevelt Hospital";"1000 Tenth Ave At 59th St";"New York";"NY"
1339;"Vanderbilt University Medical Center";"1211 Medical Center Dr";"Nashville";"TN"
1340;"Sumner Regional Medical Center";"555 Hartsville Pike";"Gallatin";"TN"
1341;"Southside Hospital";"301 E Main St";"Bay Shore";"NY"
1342;"St. Joseph Hospital";"4295 Hempstead Tpke";"Bethpage";"NY"
1343;"North Central Bronx Hospital";"3424 Kossuth Ave";"Bronx";"NY"
1344;"New York Westchester Square Medical Center";"2475 Saint Raymonds Ave";"Bronx";"NY"
1345;"Lawrence Hospital Center";"55 Palmer Ave";"Bronxville";"NY"
1346;"The Brookdale University Hospital and Medical Center";"1 Brookdale Plz";"Brooklyn";"NY"
1348;"New York Methodist Hospital";"506 6th St";"Brooklyn";"NY"
1349;"Interfaith Medical Center";"1545 Atlantic Ave";"Brooklyn";"NY"
1350;"Beth Israel Medical Center - Kings Highway Division";"3201 Kings Hwy";"Brooklyn";"NY"
1351;"University Hospital of Brooklyn at Long Island College Hospital";"339 Hicks St";"Brooklyn";"NY"
1352;"New York Community Hospital";"2525 Kings Hwy";"Brooklyn";"NY"
1353;"Maimonides Medical Center";"4802 10th Ave";"Brooklyn";"NY"
1354;"Lutheran Healthcare";"150 55th St";"Brooklyn";"NY"
1355;"University Hospital of Brooklyn";"450 Clarkson Ave";"Brooklyn";"NY"
1357;"Wyckoff Heights Medical Center";"374 Stockholm St";"Brooklyn";"NY"
1358;"Putnam Hospital Center";"670 Stoneleigh Ave";"Carmel";"NY"
1359;"Saint Luke's Cornwall Hospital - Cornwall Campus";"19 Laurel Ave";"Cornwall";"NY"
1360;"Saint John's Riverside Hospital - Dobbs Ferry Pavilion";"128 Ashford Ave";"Dobbs Ferry";"NY"
1361;"Ellenville Regional Hospital";"10 Healthy Way";"Ellenville";"NY"
1362;"Saint John's Episcopal Hospital";"327 Beach 19th St";"Far Rockaway";"NY"
1363;"New York Hospital Queens";"5645 Main St";"Flushing";"NY"
1364;"Forest Hills Hospital";"10201 66th Rd";"Forest Hills";"NY"
1366;"Glen Cove Hospital";"101 Saint Andrews Ln";"Glen Cove";"NY"
1367;"Long Island Jewish Medical Center";"27005 76th Ave";"New Hyde Park";"NY"
1368;"Nathan Littauer Hospital and Nursing Home";"99 E State St";"Gloversville";"NY"
1370;"Eastern Long Island Hospital";"201 Manor Pl";"Greenport";"NY"
1371;"Nassau University Medical Center";"2201 Hempstead Tpke";"East Meadow";"NY"
1372;"Huntington Hospital";"270 Park Ave";"Huntington";"NY"
1373;"Jamaica Hospital Medical Center";"8900 van Wyck Expy";"Jamaica";"NY"
1375;"Healthalliance - Mary's Ave Campus";"105 Marys Ave";"Kingston";"NY"
1376;"Healthalliance - Broadway Campus";"396 Broadway";"Kingston";"NY"
1377;"Catskill Regional Medical Center - Grover M. Hermann Hospital Campus";"8881 State Route 97";"Callicoon";"NY"
1378;"Catskill Regional Medical Center - Harris Campus";"68 Harris Bushville Rd";"Harris";"NY"
1379;"Long Beach Medical Center";"455 E Bay Dr";"Long Beach";"NY"
1380;"The Mount Sinai Hospital of Queens";"2510 30th Ave";"Long Island City";"NY"
1381;"North Shore University Hospital";"300 Community Dr";"Manhasset";"NY"
1382;"Orange Regional Medical Center";"707 E Main St";"Middletown";"NY"
1383;"Winthrop-University Hospital";"259 1st St";"Mineola";"NY"
1384;"Northern Westchester Hospital";"400 E Main St";"Mount Kisco";"NY"
1385;"Mount Vernon Hospital";"12 N 7th Ave";"Mount Vernon";"NY"
1386;"Sound Shore Medical Center";"16 Guion Pl";"New Rochelle";"NY"
1387;"New York Downtown Hospital";"170 William St";"New York";"NY"
1390;"Jacobi Medical Center";"1400 Pelham Pkwy S";"Bronx";"NY"
1392;"New York University Hospital for Joint Diseases";"301 E 17th St";"New York";"NY"
1394;"New York University Langone Medical Center";"550 1st Ave";"New York";"NY"
1396;"Lenox Hill Hospital";"100 E 77 St";"New York";"NY"
1397;"Manhattan Eye, Ear & Throat Hospital";"210 E 64th St";"New York";"NY"
1398;"Montefiore Wakefield Campus";"600 E 233rd St";"Bronx";"NY"
1399;"Montefiore Medical Center - Moses Division Hospital";"111 E 210th St";"Bronx";"NY"
1400;"The Mount Sinai Medical Center";"1 Gustave L Levy Pl";"New York";"NY"
1401;"Elmhurst Hospital Center";"7901 Broadway";"Elmhurst";"NY"
1402;"The New York Eye and Ear Infirmary";"310 E 14th St";"New York";"NY"
1403;"New York-Presbyterian Hospital/Columbia University Medical Center";"622 W 168th St";"New York";"NY"
1404;"Saint Luke's-Roosevelt Hospital Center - Saint Luke's Hospital";"1111 Amsterdam Ave";"New York";"NY"
1405;"Saint Barnabas Hospital";"4422 3rd Ave";"Bronx";"NY"
1407;"Nyack Hospital";"160 N Midland Ave";"Nyack";"NY"
1408;"South Nassau Communities Hospital";"1 Healthy Way";"Oceanside";"NY"
1409;"Phelps Memorial Hospital Center";"701 N Broadway";"Sleepy Hollow";"NY"
1410;"Brookhaven Memorial Hospital Medical Center";"101 Hospital Rd";"Patchogue";"NY"
1411;"Hudson Valley Hospital Center";"1980 Crompond Rd";"Cortlandt Manor";"NY"
1412;"Plainview Hospital";"888 Old Country Rd";"Plainview";"NY"
1413;"John T. Mather Memorial Hospital";"75 N Country Rd";"Port Jefferson";"NY"
1414;"Bon Secours Community Hospital";"160 E Main St";"Port Jervis";"NY"
1415;"Saint Charles Hospital";"200 Belle Terre Rd";"Port Jefferson";"NY"
1416;"Saint Francis Hospital";"241 North Rd";"Poughkeepsie";"NY"
1417;"Vassar Brothers Medical Center";"45 Reade Pl";"Poughkeepsie";"NY"
1418;"Northern Dutchess Hospital";"6511 Springbrook Ave";"Rhinebeck";"NY"
1419;"Peconic Bay Medical Center";"1300 Roanoke Ave";"Riverhead";"NY"
1421;"Mercy Medical Center";"1000 N Village Ave";"Rockville Centre";"NY"
1422;"Saint Francis Hospital";"100 Port Washington Blvd";"Roslyn";"NY"
1423;"Saint Catherine of Siena Medical Center";"50 Route 25a";"Smithtown";"NY"
1424;"Southampton Hospital";"240 Meeting House Ln";"Southampton";"NY"
1425;"Staten Island University Hospital - South Site";"375 Seguine Ave";"Staten Island";"NY"
1426;"Richmond University Medical Center";"355 Bard Ave";"Staten Island";"NY"
1427;"Staten Island University Hospital - North Site";"475 Seaview Ave";"Staten Island";"NY"
1430;"Good Samaritan Regional Medical Center";"255 Lafayette Ave";"Suffern";"NY"
1431;"Syosset Hospital";"221 Jericho Tpke";"Syosset";"NY"
1432;"Westchester Medical Center";"100 Woods Rd";"Valhalla";"NY"
1433;"Franklin Hospital";"900 Franklin Ave";"Valley Stream";"NY"
1434;"Saint Anthony Community Hospital";"15 Maple Ave";"Warwick";"NY"
1435;"Good Samaritan Hospital Medical Center";"1000 Montauk Hwy";"West Islip";"NY"
1436;"White Plains Hospital Center";"41 E Post Rd";"White Plains";"NY"
1437;"Saint John's Riverside Hospital - Andrus Pavilion";"967 N Broadway";"Yonkers";"NY"
1439;"Saint Joseph's Medical Center";"127 S Broadway";"Yonkers";"NY"
1444;"Montefiore Medical Center - Weiler Division Hospital";"1825 Eastchester Rd";"Bronx";"NY"
1453;"Our Children's House at Baylor";"1208 N Hall St";"Dallas";"TX"
1456;"Bayonne Medical Center";"29th St & Ave E";"Bayonne";"NJ"
1457;"Saint Clare's Hospital - Denville";"25 Pocono Rd";"Denville";"NJ"
1458;"Saint Clare's Hospital - Dover";"400 W Blackwell St";"Dover";"NJ"
1459;"East Orange General Hospital";"300 Central Ave";"East Orange";"NJ"
1460;"Jfk Medical Center";"65 James St";"Edison";"NJ"
1461;"Trinitas Hospital";"225 Williamson St";"Elizabeth";"NJ"
1462;"Englewood Hospital And Medical Center";"350 Engle St";"Englewood";"NJ"
1463;"Hunterdon Medical Center";"2100 Wescott Dr";"Flemington";"NJ"
1464;"Saint Clare's Hospital - Sussex";"20 Walnut St";"Sussex";"NJ"
1465;"Centrastate Medical Center";"901 W Main St";"Freehold";"NJ"
1466;"Hackensack University Medical Center";"30 Prospect Ave";"Hackensack";"NJ"
1467;"Hackettstown Regional Medical Center";"651 Willow Grove St";"Hackettstown";"NJ"
1468;"Hoboken University Medical Center";"308 Willow Ave";"Hoboken";"NJ"
1469;"Bayshore Community Hospital";"727 N Beers St";"Holmdel";"NJ"
1470;"Christ Hospital";"176 Palisade Ave";"Jersey City";"NJ"
1471;"Palisades Medical Center";"7600 River Rd";"North Bergen";"NJ"
1472;"Jersey City Medical Center";"355 Grand St";"Jersey City";"NJ"
1474;"Kimball Medical Center";"600 River Ave";"Lakewood";"NJ"
1475;"Monmouth Medical Center";"300 2nd Ave";"Long Branch";"NJ"
1476;"Hackensack Umc Mountainside";"1 Bay Ave";"Montclair";"NJ"
1477;"Morristown Medical Center";"100 Madison Ave";"Morristown";"NJ"
1478;"Jersey Shore University Medical Center";"1945 State Route 33";"Neptune";"NJ"
1479;"Clara Maass Medical Center";"1 Clara Maass Dr";"Belleville";"NJ"
1481;"Saint Barnabas Medical Center";"94 Old Short Hills Rd";"Livingston";"NJ"
1482;"Newark Beth Israel Medical Center";"201 Lyons Ave At Osborne Ter";"Newark";"NJ"
1485;"Robert Wood Johnson University Hospital";"1 Robert Wood Johnson Pl";"New Brunswick";"NJ"
1486;"Saint Peter's University Hospital";"254 Easton Ave";"New Brunswick";"NJ"
1487;"Newton Medical Center";"175 High St";"Newton";"NJ"
1488;"Saint Mary's Hospital";"350 Boulevard";"Passaic";"NJ"
1491;"Saint Joseph's Wayne Hospital";"224 Hamburg Tpke";"Wayne";"NJ"
1492;"Saint Joseph's Regional Medical Center";"703 Main St";"Paterson";"NJ"
1494;"Raritan Bay Medical Center - Perth Amboy Division";"530 New Brunswick Ave";"Perth Amboy";"NJ"
1495;"Raritan Bay Medical Center - Old Bridge Division";"1 Hospital Plz";"Old Bridge";"NJ"
1496;"Saint Luke's Hospital - Warren Campus";"185 Roseberry St";"Phillipsburg";"NJ"
1498;"Chilton Hospital";"97 W Parkway";"Pompton Plains";"NJ"
1499;"Robert Wood Johnson University Hospital at Rahway";"865 Stone St";"Rahway";"NJ"
1500;"Riverview Medical Center";"1 Riverview Plz";"Red Bank";"NJ"
1501;"The Valley Hospital";"223 N van Dien Ave";"Ridgewood";"NJ"
1502;"Somerset Medical Center";"110 Rehill Ave";"Somerville";"NJ"
1503;"Overlook Medical Center";"99 Beauvoir Ave";"Summit";"NJ"
1504;"Holy Name Medical Center";"718 Teaneck Rd";"Teaneck";"NJ"
1505;"Community Medical Center";"99 Hosp Rd W";"Toms River";"NJ"
1508;"Ocean Medical Center";"425 Jack Martin Blvd";"Brick";"NJ"
1509;"The University Hospital";"150 Bergen St";"Newark";"NJ"
1512;"Bridgeport Hospital";"267 Grant St";"Bridgeport";"CT"
1513;"Saint Vincent's Medical Center";"2800 Main St";"Bridgeport";"CT"
1515;"Danbury Hospital";"24 Hospital Ave";"Danbury";"CT"
1516;"Griffin Hospital";"130 Division St";"Derby";"CT"
1517;"Greenwich Hospital";"5 Perryridge Rd";"Greenwich";"CT"
1518;"Hartford Hospital";"80 Seymour St";"Hartford";"CT"
1519;"University of Connecticut Health Center";"263 Farmington Ave";"Farmington";"CT"
1521;"Saint Francis Hospital and Medical Center";"114 Woodland St";"Hartford";"CT"
1522;"Manchester Memorial Hospital";"71 Haynes St";"Manchester";"CT"
1523;"Midstate Medical Center";"435 Lewis Ave";"Meriden";"CT"
1524;"Middlesex Hospital";"28 Crescent St";"Middletown";"CT"
1525;"Milford Hospital";"300 Seaside Ave";"Milford";"CT"
1526;"The Hospital of Central Connecticut at New Britain General";"100 Grand St";"New Britain";"CT"
1527;"Yale-New Haven Hospital";"1 Park St";"New Haven";"CT"
1528;"Connecticut Children's Medical Center";"282 Washington St";"Hartford";"CT"
1529;"Lawrence & Memorial Hospital";"365 Montauk Ave";"New London";"CT"
1530;"New Milford Hospital";"21 Elm St";"New Milford";"CT"
1531;"Norwalk Hospital";"34 Maple St";"Norwalk";"CT"
1532;"William W. Backus Hospital";"326 Washington St";"Norwich";"CT"
1533;"Day Kimball Hospital";"320 Pomfret St";"Putnam";"CT"
1534;"Rockville General Hospital";"31 Union St";"Vernon";"CT"
1535;"Sharon Hospital";"50 Hosp Hl Rd";"Sharon";"CT"
1536;"The Hospital of Central Connecticut at Bradley Memorial";"81 Meriden Ave";"Southington";"CT"
1537;"Johnson Memorial Medical Center";"201 Chestnut Hill Rd";"Stafford Springs";"CT"
1538;"Stamford Hospital";"30 Shelburne Rd";"Stamford";"CT"
1539;"Charlotte Hungerford Hospital";"540 Litchfield St";"Torrington";"CT"
1540;"Saint Mary's Hospital";"56 Franklin St";"Waterbury";"CT"
1541;"Waterbury Hospital";"64 Robbins St";"Waterbury";"CT"
1542;"Windham Hospital";"112 Mansfield Ave";"Willimantic";"CT"
1543;"Yale-New Haven Hospital Saint Raphael Campus";"1450 Chapel St";"New Haven";"CT"
1546;"Anne Arundel Medical Center";"2001 Medical Pkwy";"Annapolis";"MD"
1547;"Johns Hopkins Bayview Medical Center";"4940 Eastern Ave";"Baltimore";"MD"
1548;"Bon Secours Hospital";"2000 W Baltimore St";"Baltimore";"MD"
1549;"Franklin Square Hospital Center";"9000 Franklin Square Dr";"Baltimore";"MD"
1550;"Greater Baltimore Medical Center";"6701 N Charles St";"Baltimore";"MD"
1551;"Medstar Good Samaritan Hospital";"5601 Loch Raven Blvd";"Baltimore";"MD"
1553;"The Johns Hopkins Hospital";"1800 Orleans St";"Baltimore";"MD"
1554;"Maryland General Hospital";"827 Linden Ave";"Baltimore";"MD"
1555;"Mercy Medical Center";"345 Saint Paul St";"Baltimore";"MD"
